Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Delivery,1713965066.670860,1381070,0,1
2,Payment,1713965068.051943,165883,0,1
2,Payment,1713965068.217838,191336,0,1
2,Payment,1713965068.409186,203868,0,1
2,Payment,1713965068.613067,163777,0,1
2,Payment,1713965068.776856,199394,0,1
4,Delivery,1713965068.976262,1371302,0,1
1,NewOrder,1713965070.347579,780903,0,1
2,Payment,1713965071.128494,176639,0,1
2,Payment,1713965071.305145,163478,0,1
4,Delivery,1713965071.468636,1433705,0,1
2,Payment,1713965072.902353,183719,0,1
3,OrderStatus,1713965073.086085,92410,0,1
1,NewOrder,1713965073.178507,859604,0,1
1,NewOrder,1713965074.038123,1178848,0,1
2,Payment,1713965075.216984,192934,0,1
